# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
0.158354        	1.06669026e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.16146         	1.07023932e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.164554        	1.07373770e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.167648        	1.07718224e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.170743        	1.08055743e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.173837        	1.08384795e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.176943        	1.08705039e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.180049        	1.09013792e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.183154        	1.09309633e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.186272        	1.09592233e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.18939         	1.09859179e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.192508        	1.10109253e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.195625        	1.10341330e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.198743        	1.10554382e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.201861        	1.10747484e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.204979        	1.10919818e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.208096        	1.11070683e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.211214        	1.11199494e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.214332        	1.11305791e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.217449        	1.11389239e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.220567        	1.11449632e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.223685        	1.11486893e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.226803        	1.11501077e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.22992         	1.11492366e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.233038        	1.11461069e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.236156        	1.11407620e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.239274        	1.11332570e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.242391        	1.11236584e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.245509        	1.11120436e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.248627        	1.10984997e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.251745        	1.10831230e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.254862        	1.10660180e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.257967        	1.10473763e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.261072        	1.10272484e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.264176        	1.10057548e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.267281        	1.09830206e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.270386        	1.09591735e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.273491        	1.09343434e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.276595        	1.09086608e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.2797          	1.08822563e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.282805        	1.08552592e+00	(-9.69427775e-02 4.00664797e-04 5.00000000e-01)	5003
0.28591         	1.08637272e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.289014        	1.08970995e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.292119        	1.09308153e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.295224        	1.09648419e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.298329        	1.09991455e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.301433        	1.10336922e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.304538        	1.10684478e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.307629        	1.11032249e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.31072         	1.11381384e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.313811        	1.11731551e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.316902        	1.12082403e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.319979        	1.12432040e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.323056        	1.12781648e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.326133        	1.13130893e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.329196        	1.13477885e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.332259        	1.13823819e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.335322        	1.14168367e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.338371        	1.14509656e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.34142         	1.14848890e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.344469        	1.15185749e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.347518        	1.15519907e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.350567        	1.15851037e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.353616        	1.16178813e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.356665        	1.16502914e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.359714        	1.16823021e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.362763        	1.17138819e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.365826        	1.17451450e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.36889         	1.17759121e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.371954        	1.18061515e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.375017        	1.18358329e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.378096        	1.18650654e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.381175        	1.18936766e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.384254        	1.19216369e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.387348        	1.19490506e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.390442        	1.19757522e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.393536        	1.20017141e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.396646        	1.20270346e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.399756        	1.20515575e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.402866        	1.20752576e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.405976        	1.20981115e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.409087        	1.21200971e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.412197        	1.21411936e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.415307        	1.21613812e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.418417        	1.21806417e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.421527        	1.21989579e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.424637        	1.22163140e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.427747        	1.22326959e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.430874        	1.22481700e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.434001        	1.22626354e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.437128        	1.22760816e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.440255        	1.22885000e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.443382        	1.22998838e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.446509        	1.23102280e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.449636        	1.23195292e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.452764        	1.23277857e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.455891        	1.23349976e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.459018        	1.23411668e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.462145        	1.23462969e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.465272        	1.23503931e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.468399        	1.23534627e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.471526        	1.23555145e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.474635        	1.23565565e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.477743        	1.23566154e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.480852        	1.23557048e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.483961        	1.23538401e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.487069        	1.23510383e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.490178        	1.23473181e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.493287        	1.23426993e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.496395        	1.23372035e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.499504        	1.23308535e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.502613        	1.23236735e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.505721        	1.23156888e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.50883         	1.23069260e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.511939        	1.22974127e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.515047        	1.22871775e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.518156        	1.22762497e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.521265        	1.22646598e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.524373        	1.22524387e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.527482        	1.22396179e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.530591        	1.22262295e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.533699        	1.22123060e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.536808        	1.21978801e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.539917        	1.21829847e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.543025        	1.21676530e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.546134        	1.21519178e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.549243        	1.21358120e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.552351        	1.21193685e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.55546         	1.21026194e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.558569        	1.20855971e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.561677        	1.20683326e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.564786        	1.20508571e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.567895        	1.20332011e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.570981        	1.20155197e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.574068        	1.19977193e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.577154        	1.19798262e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.580241        	1.19618669e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.583327        	1.19438670e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.586414        	1.19258513e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.5895          	1.19078439e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.592586        	1.18898676e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.595673        	1.18719445e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.598759        	1.18540954e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.601846        	1.18363406e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.604932        	1.18186988e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.608019        	1.18011881e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.611081        	1.17839582e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.614143        	1.17668913e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.617206        	1.17500010e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.620268        	1.17333008e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.623331        	1.17168035e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.626368        	1.17006493e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.629406        	1.16847190e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.632419        	1.16691461e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.635432        	1.16538128e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.638445        	1.16387265e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.641433        	1.16240139e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.644421        	1.16095599e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.647409        	1.15953697e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.650372        	1.15815627e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.653335        	1.15680271e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.656298        	1.15547665e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.659235        	1.15418927e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.662173        	1.15292980e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.665111        	1.15169848e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.668048        	1.15049557e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.67096         	1.14933131e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.673872        	1.14819554e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.676784        	1.14708837e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.679696        	1.14600994e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.682608        	1.14496037e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.685519        	1.14393977e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.688431        	1.14294823e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.691316        	1.14199442e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.694201        	1.14106934e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.697086        	1.14017294e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.699971        	1.13930522e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.702856        	1.13846617e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.705741        	1.13765576e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.708626        	1.13687396e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.71151         	1.13612072e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.714395        	1.13539598e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.71728         	1.13469967e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.720165        	1.13403171e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.72305         	1.13339199e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.725935        	1.13278043e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.72882         	1.13219691e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.731705        	1.13164129e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.73459         	1.13111347e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.737474        	1.13061328e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.740359        	1.13014060e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.743244        	1.12969525e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.746162        	1.12927258e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.74908         	1.12887749e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.751997        	1.12850980e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.754915        	1.12816935e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.757833        	1.12785592e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.76075         	1.12756930e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.763668        	1.12730928e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.766586        	1.12707562e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.769503        	1.12686808e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.772421        	1.12668642e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.775339        	1.12653038e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.778295        	1.12639820e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.781251        	1.12629174e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.784207        	1.12621072e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.787163        	1.12615482e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.790119        	1.12612373e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.793075        	1.12611712e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.796031        	1.12613466e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.798987        	1.12617600e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.801943        	1.12624076e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.804899        	1.12632858e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.807856        	1.12643907e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.810812        	1.12657182e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.813815        	1.12672906e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.816818        	1.12690844e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.819821        	1.12710950e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.822824        	1.12733176e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.825827        	1.12757473e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.82883         	1.12783792e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.831833        	1.12812083e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.834836        	1.12842293e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.837838        	1.12874369e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
0.840841        	1.12908257e+00	(-2.00361109e-01 4.00664797e-04 5.00000000e-01)	5001
