# Selection     : all 
# Volume        : 2.33333000e+00
# Time          	maxMag(U)	location	cell
202             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
203             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
204             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
205             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
206             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
207             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
208             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
209             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
210             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
211             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
212             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
213             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
214             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
215             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
216             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
217             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
218             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
219             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
220             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
221             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
222             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
223             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
224             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
225             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
226             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
227             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
228             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
229             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
230             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
231             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
232             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
233             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
234             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
235             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
236             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
237             	1.00361847e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
238             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
239             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
240             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
241             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
242             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
243             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
244             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
245             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
246             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
247             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
248             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
249             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
250             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
251             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
252             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
253             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
254             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
255             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
256             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
257             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
258             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
259             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
260             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
261             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
262             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
263             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
264             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
265             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
266             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
267             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
268             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
269             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
270             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
271             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
272             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
273             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
274             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
275             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
276             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
277             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
278             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
279             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
280             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
281             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
282             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
283             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
284             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
285             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
286             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
287             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
288             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
289             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
290             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
291             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
292             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
293             	1.00361846e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
294             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
295             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
296             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
297             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
298             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
299             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
300             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
301             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
302             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
303             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
304             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
305             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
306             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
307             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
308             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
309             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
310             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
311             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
312             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
313             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
314             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
315             	1.00361845e+00	(1.96867370e+00 9.40547597e-02 5.00000000e-01)	4899
